sampleName,,,,MB-clonallines-scars-plate3c1_2,MB-clonallines-scars-plate3c1_8,MB-clonallines-scars-plate3c1_4,MB-clonallines-scars-plate3c1_3,MB-clonallines-scars-plate3c1_111,MB-clonallines-scars-plate3c1_5,MB-clonallines-scars-plate3c1_7,MB-clonallines-scars-plate3c1_1,MB-clonallines-scars-plate3c1_6,MB-clonallines-scars-plate3c1_26,MB-clonallines-scars-plate3c1_40,MB-clonallines-scars-plate3c1_109,MB-clonallines-scars-plate3c1_97,MB-clonallines-scars-plate3c1_36,MB-clonallines-scars-plate3c1_86,MB-clonallines-scars-plate3c1_32,MB-clonallines-scars-plate3c1_108,MB-clonallines-scars-plate3c1_101,MB-clonallines-scars-plate3c1_25,MB-clonallines-scars-plate3c1_196,MB-clonallines-scars-plate3c1_30,MB-clonallines-scars-plate3c1_117,MB-clonallines-scars-plate3c1_99,MB-clonallines-scars-plate3c1_38,MB-clonallines-scars-plate3c1_105,MB-clonallines-scars-plate3c1_34,MB-clonallines-scars-plate3c1_28,MB-clonallines-scars-plate3c1_107,MB-clonallines-scars-plate3c1_52,MB-clonallines-scars-plate3c1_27,MB-clonallines-scars-plate3c1_29,MB-clonallines-scars-plate3c1_259,MB-clonallines-scars-plate3c1_13,MB-clonallines-scars-plate3c1_9,MB-clonallines-scars-plate3c1_79,MB-clonallines-scars-plate3c1_41,MB-clonallines-scars-plate3c1_376,MB-clonallines-scars-plate3c1_88,MB-clonallines-scars-plate3c1_31,MB-clonallines-scars-plate3c1_71,MB-clonallines-scars-plate3c1_10,MB-clonallines-scars-plate3c1_76,MB-clonallines-scars-plate3c1_80,MB-clonallines-scars-plate3c1_148,MB-clonallines-scars-plate3c1_44,MB-clonallines-scars-plate3c1_240,MB-clonallines-scars-plate3c1_303,MB-clonallines-scars-plate3c1_103,MB-clonallines-scars-plate3c1_133,MB-clonallines-scars-plate3c1_21,MB-clonallines-scars-plate3c1_152,MB-clonallines-scars-plate3c1_17,MB-clonallines-scars-plate3c1_75,MB-clonallines-scars-plate3c1_16,MB-clonallines-scars-plate3c1_325,MB-clonallines-scars-plate3c1_131,MB-clonallines-scars-plate3c1_147,MB-clonallines-scars-plate3c1_74,MB-clonallines-scars-plate3c1_37,MB-clonallines-scars-plate3c1_129,MB-clonallines-scars-plate3c1_167,MB-clonallines-scars-plate3c1_15,MB-clonallines-scars-plate3c1_42,MB-clonallines-scars-plate3c1_60,MB-clonallines-scars-plate3c1_361,MB-clonallines-scars-plate3c1_299,MB-clonallines-scars-plate3c1_183,MB-clonallines-scars-plate3c1_11,MB-clonallines-scars-plate3c1_22,MB-clonallines-scars-plate3c1_226,MB-clonallines-scars-plate3c1_12,MB-clonallines-scars-plate3c1_230,MB-clonallines-scars-plate3c1_47,MB-clonallines-scars-plate3c1_355,MB-clonallines-scars-plate3c1_56,MB-clonallines-scars-plate3c1_19,MB-clonallines-scars-plate3c1_168,MB-clonallines-scars-plate3c1_81,MB-clonallines-scars-plate3c1_235,MB-clonallines-scars-plate3c1_61,MB-clonallines-scars-plate3c1_77,MB-clonallines-scars-plate3c1_298,MB-clonallines-scars-plate3c1_20,MB-clonallines-scars-plate3c1_102,MB-clonallines-scars-plate3c1_258,MB-clonallines-scars-plate3c1_145,MB-clonallines-scars-plate3c1_192,MB-clonallines-scars-plate3c1_332,MB-clonallines-scars-plate3c1_378,MB-clonallines-scars-plate3c1_62,MB-clonallines-scars-plate3c1_296,MB-clonallines-scars-plate3c1_73,MB-clonallines-scars-plate3c1_367,MB-clonallines-scars-plate3c1_307,MB-clonallines-scars-plate3c1_43,MB-clonallines-scars-plate3c1_246,MB-clonallines-scars-plate3c1_283
12,129S1_SvImJ,114809518,WT,1651.0,3.0,10.0,96.0,,2396.0,12446.0,1593.0,26.0,,12.0,2.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,114809573.D,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,"114809591.D,114809592.D,A.114809589.I,C.114809584.I",1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114809518,WT,31.0,9.0,1.0,74.0,,43.0,207.0,41.0,26.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,"114809572.D,114809573.D,114809574.D,114809575.D,114809576.D",7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,"114809590.D,C.114809584.I",1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114809518,"114809591.D,114809592.D,A.114809589.I,C.114809584.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,"114809587.D,114809588.D,A.114809582.I,G.114809581.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114809518,114809668.D,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114809518,114809649.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,WT,111.0,21.0,168.0,297.0,,184.0,890.0,120.0,95.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,114817377.D,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,114817410.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,114817341.D,8.0,1.0,2.0,10.0,,4.0,18.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817194,G.114817409.I,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114817194,WT,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114817197,WT,12.0,1.0,8.0,25.0,,16.0,55.0,10.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,C.114829406.I,T.114829405.I",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,114829446.D,114829447.D,A.114829403.I,T.114829402.I",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829403.I,T.114829402.I",39.0,15.0,2.0,163.0,,39.0,203.0,40.0,40.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829361,WT,17.0,5.0,13.0,52.0,,20.0,62.0,13.0,6.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,WT,36.0,3.0,1.0,186.0,,29.0,188.0,31.0,42.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829361,"114829408.D,114829409.D,A.114829403.I,T.114829402.I",4.0,1.0,,4.0,,2.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,T.114829401.I",1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829403.I,C.114829402.I",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,114829565.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829406.D,114829407.D,114829408.D,114829409.D,114829410.D,114829422.D",2.0,,,9.0,,2.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829406.D,114829407.D,114829412.D,114829413.D,114829414.D",1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,"114829408.D,114829409.D,A.114829404.I,C.114829405.I",1.0,,,3.0,,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829361,114829444.D,1.0,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829429,WT,104.0,51.0,22.0,642.0,,86.0,864.0,139.0,93.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829431,WT,1.0,28.0,1.0,13.0,,2.0,16.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829433,WT,5.0,2.0,3.0,10.0,,1.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829434,WT,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114829434,114829519.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829435,WT,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829441,114829574.D,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829441,WT,31.0,,63.0,17.0,,2.0,70.0,2.0,32.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829447,WT,2.0,,,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114829448,WT,1.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114835320,WT,21.0,2.0,4.0,19.0,,31.0,152.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114835320,114835403.D,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114843748,WT,19.0,4.0,10.0,32.0,,14.0,63.0,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114843748,WT,12.0,6.0,22.0,68.0,,14.0,71.0,15.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114843748,WT,4.0,,10.0,16.0,,1.0,17.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114843851,WT,21.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851287,WT,108.0,31.0,,401.0,,89.0,520.0,73.0,86.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851287,WT,23.0,8.0,29.0,97.0,,20.0,152.0,20.0,21.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851287,114851342.D,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851287,WT,1.0,2.0,,8.0,,3.0,20.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851287,114851342.D,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,WT,2266.0,778.0,56.0,9718.0,,2355.0,12260.0,1869.0,2128.0,16.0,11.0,3.0,10.0,8.0,,3.0,,,,,20.0,,2.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851288,WT,49.0,12.0,21.0,195.0,,44.0,267.0,35.0,43.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851288,114851342.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851288,WT,62.0,16.0,17.0,222.0,,59.0,420.0,77.0,58.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851316.D,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851329.D,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851342.D,9.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851288,"114851341.D,114851342.D,114851343.D,114851344.D,114851345.D",1.0,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,"114851335.D,114851336.D,114851337.D,114851338.D,114851339.D",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851288,114851436.D,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114851288,114851501.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851337.D,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851436.D,1.0,1.0,,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114851288,114851501.D,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114851336,WT,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114875401,WT,17.0,2.0,14.0,27.0,,10.0,56.0,14.0,11.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114875401,WT,11.0,,,1.0,,40.0,53.0,8.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114875401,WT,4.0,1.0,8.0,33.0,,10.0,85.0,6.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12,None,114875401,114875505.D,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114875463,WT,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114875463,WT,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,WT,531.0,142.0,536.0,2080.0,,600.0,2565.0,502.0,497.0,5.0,4.0,3.0,3.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,2.0,,,,,4.0,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,
12,C57BL_6NJ,114879985,WT,77.0,7.0,1.0,160.0,,93.0,405.0,138.0,28.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114879985,WT,2.0,,1.0,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,114880020.D,1.0,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880032.D,114880033.D,114880034.D,114880035.D,114880036.D",2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114879985,"114880041.D,114880042.D,114880043.D,114880044.D,114880045.D,114880046.D",8.0,13.0,,220.0,,1.0,1.0,,65.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880032.D,114880033.D,114880036.D,114880037.D,114880038.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880032.D,114880033.D,114880034.D,114880035.D,114880036.D,114880135.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880042.D,114880043.D,114880044.D,114880045.D,114880046.D",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880039.D,114880040.D,114880041.D,114880042.D,114880043.D",1.0,3.0,,4.0,,2.0,6.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114879985,"114880041.D,114880042.D,114880043.D,114880044.D,114880045.D,114880046.D",1.0,,,15.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114880053,WT,2.0,,,19.0,,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114880054,WT,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114896335,WT,104.0,26.0,,799.0,,146.0,1111.0,152.0,106.0,1.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,
12,129S1_SvImJ,114896335,114896482.D,3.0,2.0,,3.0,,9.0,3.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114896335,"114896386.D,114896387.D,114896388.D,114896389.D,114896390.D,114896391.D,114896392.D,114896393.D,114896394.D",30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
