sampleName,,,,MB-clonallines-scars-plate2c2_62,MB-clonallines-scars-plate2c2_52,MB-clonallines-scars-plate2c2_60,MB-clonallines-scars-plate2c2_54,MB-clonallines-scars-plate2c2_58,MB-clonallines-scars-plate2c2_64,MB-clonallines-scars-plate2c2_50,MB-clonallines-scars-plate2c2_88,MB-clonallines-scars-plate2c2_56,MB-clonallines-scars-plate2c2_1,MB-clonallines-scars-plate2c2_207,MB-clonallines-scars-plate2c2_86,MB-clonallines-scars-plate2c2_264,MB-clonallines-scars-plate2c2_82,MB-clonallines-scars-plate2c2_80,MB-clonallines-scars-plate2c2_76,MB-clonallines-scars-plate2c2_13,MB-clonallines-scars-plate2c2_361,MB-clonallines-scars-plate2c2_109,MB-clonallines-scars-plate2c2_131,MB-clonallines-scars-plate2c2_37,MB-clonallines-scars-plate2c2_343,MB-clonallines-scars-plate2c2_38,MB-clonallines-scars-plate2c2_78,MB-clonallines-scars-plate2c2_168,MB-clonallines-scars-plate2c2_39,MB-clonallines-scars-plate2c2_100,MB-clonallines-scars-plate2c2_193,MB-clonallines-scars-plate2c2_170,MB-clonallines-scars-plate2c2_209,MB-clonallines-scars-plate2c2_132,MB-clonallines-scars-plate2c2_97,MB-clonallines-scars-plate2c2_99,MB-clonallines-scars-plate2c2_370,MB-clonallines-scars-plate2c2_21,MB-clonallines-scars-plate2c2_8,MB-clonallines-scars-plate2c2_90,MB-clonallines-scars-plate2c2_3,MB-clonallines-scars-plate2c2_172,MB-clonallines-scars-plate2c2_15,MB-clonallines-scars-plate2c2_129,MB-clonallines-scars-plate2c2_145,MB-clonallines-scars-plate2c2_105,MB-clonallines-scars-plate2c2_74,MB-clonallines-scars-plate2c2_16,MB-clonallines-scars-plate2c2_376,MB-clonallines-scars-plate2c2_40,MB-clonallines-scars-plate2c2_125,MB-clonallines-scars-plate2c2_29,MB-clonallines-scars-plate2c2_149,MB-clonallines-scars-plate2c2_14,MB-clonallines-scars-plate2c2_85,MB-clonallines-scars-plate2c2_7,MB-clonallines-scars-plate2c2_35,MB-clonallines-scars-plate2c2_108,MB-clonallines-scars-plate2c2_20,MB-clonallines-scars-plate2c2_103,MB-clonallines-scars-plate2c2_41,MB-clonallines-scars-plate2c2_84,MB-clonallines-scars-plate2c2_123,MB-clonallines-scars-plate2c2_59,MB-clonallines-scars-plate2c2_133,MB-clonallines-scars-plate2c2_72,MB-clonallines-scars-plate2c2_79,MB-clonallines-scars-plate2c2_51,MB-clonallines-scars-plate2c2_106,MB-clonallines-scars-plate2c2_111,MB-clonallines-scars-plate2c2_25,MB-clonallines-scars-plate2c2_239,MB-clonallines-scars-plate2c2_31,MB-clonallines-scars-plate2c2_92,MB-clonallines-scars-plate2c2_188,MB-clonallines-scars-plate2c2_147,MB-clonallines-scars-plate2c2_177,MB-clonallines-scars-plate2c2_329,MB-clonallines-scars-plate2c2_26,MB-clonallines-scars-plate2c2_2,MB-clonallines-scars-plate2c2_379,MB-clonallines-scars-plate2c2_151,MB-clonallines-scars-plate2c2_309,MB-clonallines-scars-plate2c2_36,MB-clonallines-scars-plate2c2_142,MB-clonallines-scars-plate2c2_200,MB-clonallines-scars-plate2c2_257,MB-clonallines-scars-plate2c2_150,MB-clonallines-scars-plate2c2_249,MB-clonallines-scars-plate2c2_30,MB-clonallines-scars-plate2c2_67,MB-clonallines-scars-plate2c2_98
12,None,114723869,"114723920.D,114723921.D,114723922.D,114723923.D,114723924.D,114723925.D,114723926.D,114723927.D,114723928.D,114724046.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,G.114724084.I,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723924.D,114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D,114723931.D,114723932.D",,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723916.D,114723917.D,114723918.D,114723919.D,114723920.D,114723925.D,114723926.D,114723927.D,114723928.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114723896.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724079.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724083.D",,1.0,,2.0,1.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,"114723926.D,114723927.D,114723928.D,114723929.D,114723930.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724084.D",,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114723918.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114724078.D,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114723869,114723973.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114724019.D,114724020.D,114724024.D,114724025.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723869,114723973.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,"114723925.D,114723926.D,114723927.D,114723928.D,114723929.D,114723930.D",,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114723869,114723952.D,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114723919,WT,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114736342,114736556.D,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114736342,"114736389.D,114736390.D,114736391.D,114736392.D,114736393.D,114736403.D",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114736342,"114736389.D,114736390.D,114736391.D,114736392.D,114736393.D,114736403.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,114740667.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114740505,114740530.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,114740541.D,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114740505,114740532.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114740505,WT,,2.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114746370,"114746417.D,114746418.D,114746419.D,114746420.D,114746421.D",,4.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114746370,"114746417.D,114746418.D,114746419.D,114746420.D,114746421.D",,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114746370,"114746417.D,114746418.D,T.114746407.I,T.114746413.I",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114746370,A.114746426.I,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114746370,"114746418.D,114746419.D,114746420.D,114746421.D,114746422.D,114746423.D,114746424.D,114746425.D,114746426.D,114746427.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114746371,WT,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114746371,WT,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788682.D,114788683.D",,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788681.D,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788680.D",,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788685.D,,1.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788677.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788597.D",,7.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788629.D,114788630.D",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788682.D,114788683.D",,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788599.D,114788600.D",,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788588.D,114788589.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,"114788552.D,114788681.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788583.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788514.D,114788515.D,114788516.D,114788517.D,114788518.D,114788519.D,114788530.D",,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788540.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788631.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788669.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788642.D",,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788511.D,114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D",,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788679.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788678.D",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788639.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,A.114788683.I",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788591.D,114788592.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,"114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788531.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,G.114788679.I",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788592.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,G.114788684.I",,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788495.D,114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788530.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788545.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788469,114788652.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788556.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788552.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788556.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,114788550.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788675.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788469,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D",,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788682.D,114788683.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788525.D,114788526.D,114788527.D,114788528.D,114788529.D,114788530.D,114788570.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,114788597.D,,6.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,114788658.D,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788592.D,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788652.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788552.D,114788602.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788552.D,114788588.D",,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,"114788552.D,114788642.D",,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788524.D,114788525.D,114788526.D,114788527.D,114788528.D,114788529.D",,3.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,"114788668.D,114788669.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,"114788576.D,114788577.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788681.D,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788664.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788660.D,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788489.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788504.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788579.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,"114788523.D,114788524.D,114788525.D,114788526.D,114788527.D,114788561.D,114788562.D",,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,None,114788470,114788642.D,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129S1_SvImJ,114788470,114788511.D,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,114788624.D,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C57BL_6NJ,114788470,"114788523.D,114788524.D,114788525.D,114788526.D,114788527.D,114788619.D",,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
